Gene,StateA,StateB
Mitf,HFB11_091,HFB12_077
Tbx3,HFB11_091,HFB11_043
Ikaros,HFB11_091,HFA1_042
Lmo2,HFB11_091,PSA7_014
Tbx20,HFB10_163,SomNHA4_031
Myb,HFB10_163,HFB13_189
Mitf,HFB10_163,HFB13_153
Runx1,HFB10_163,HFB13_047
Lmo2,HFB10_163,HFB12_056
Ikaros,HFB10_163,HFB12_014
Tbx3,HFB10_163,HFB11_125
HoxB4,HFB10_163,HFB11_057
Sfpi1,HFB10_163,HFA1_005
Mecom,HFB10_163,NPB6_031
Hhex,HFB10_161,HFB12_050
Sfpi1,NPB8_032,HFB9_050
Myb,NPB8_032,HFB12_065
Tbx3,NPB8_032,HFB10_153
Mecom,NPB8_032,HFB10_139
Lmo2,NPB8_032,HFA4_006
Sox17,NPB8_032,HFA1_120
Hhex,NPB8_037,SomNHA6_053
Gfi1,NPB8_037,NPA6_011
Runx1,NPB8_037,PSA8_042
Lmo2,NPB8_036,PSA9_029
Mecom,HFB11_095,SomNHA6_117
Tbx3,HFB11_095,HFB13_073
Notch1,HFB10_160,NPB7_051
Tbx3,HFB11_098,HFB12_078
Runx1,HFB11_098,NPB7_018
Gfi1b,HFB11_080,SomNHA3_089
Etv2,HFB11_080,HFB10_010
Ikaros,PSA6_005,SomNHA6_117
Mitf,PSA6_005,SomNHA6_008
Tbx3,PSA6_005,HFB13_048
Sfpi1,NPB8_044,HFB12_155
Nfe2,NPB8_044,HFA4_079
Lmo2,NPB8_044,NPB3_043
Gata1,NPB8_044,NPA6_006
HoxB4,NPB8_048,HFB14_030
Nfe2,NPB8_048,HFB13_203
Tbx3,NPB8_048,HFB13_183
Sfpi1,NPB8_048,NPB2_050
Cbfa2t3h,NPB8_047,SomNHA4_005
Ikaros,NPB8_047,HFB14_019
HoxB4,NPB8_047,NPB2_071
HoxB4,HFB11_085,NPB6_026
Notch1,HFB11_085,NPB5_066
Mitf,NPB8_042,PSA4_029
Sfpi1,NPB8_042,PSA1_076
Gata1,HFB11_088,NPB6_028
Lmo2,HFB11_088,NPB5_053
Cbfa2t3h,HFB11_087,SomNHA5_142
Mecom,HFB11_087,SomNHA3_061
Mitf,HFB11_087,SomNHA3_009
Ikaros,HFB11_087,HFB9_050
Nfe2,HFB11_087,HFB13_184
Lyl1,HFB11_087,HFB13_022
Sox17,HFB11_087,HFB12_152
Myb,HFB11_087,HFB12_129
Tbx20,HFB11_087,HFB11_067
Lmo2,HFB11_087,HFB11_053
Erg,HFB11_087,HFB10_095
Tbx3,HFB11_087,HFB10_035
Tbx3,HFB10_148,NPA7_031
Mitf,HFB10_148,NPA6_061
Tbx20,HFB10_148,NPA6_059
Nfe2,HFB11_070,HFB10_153
Lmo2,HFB11_070,HFA4_042
Ikaros,NPB8_051,SomNHA6_061
Myb,NPB8_051,HFB13_203
Sox17,NPB8_051,HFA4_036
Gfi1b,NPB8_051,NPB8_012
Tbx3,NPB8_051,NPB5_061
Mecom,NPB8_051,NPB2_064
Sfpi1,NPB8_051,NPA6_030
Ikaros,HFB11_077,HFB9_177
HoxB4,HFB11_077,HFB13_019
Runx1,HFB11_077,PSB3_026
Meis1,NPB8_052,HFA1_046
HoxB4,NPB8_052,PSB2_090
Gata1,HFB10_150,HFB12_110
Sox17,HFB10_150,HFB12_046
HoxB4,HFB10_150,HFB10_119
Gfi1,HFB10_150,NPA6_059
Mitf,HFB10_150,NPA6_046
Ikaros,HFB10_153,SomNHA3_043
Mecom,HFB10_153,HFB9_015
Nfe2,HFB10_153,HFB11_070
Tbx3,HFB10_153,NPB8_032
Lmo2,HFB10_153,NPA6_030
Tbx20,HFB11_067,HFB11_087
Lmo2,HFB11_067,HFB10_099
Tbx3,HFB11_067,HFA4_115
Mitf,HFB11_065,NPB6_028
Hhex,HFB11_063,HFB11_002
Sox17,HFB10_127,HFB9_105
Sox7,HFB10_127,HFA4_050
Myb,HFB10_127,NPB6_034
Sfpi1,HFB10_127,NPA7_083
Runx1,HFB10_127,PSA5_015
Ikaros,HFB10_126,SomNHA4_206
Tbx20,HFB10_126,HFB13_201
Sfpi1,HFB10_126,HFB12_090
Nfe2,HFB10_126,NPB2_064
Gfi1,HFB10_124,SomNHA5_142
Myb,HFB10_121,HFB9_160
Sfpi1,HFB10_121,HFB10_064
Gfi1,HFB10_121,HFA4_079
Gfi1b,HFB10_121,NPB6_024
Ikaros,HFB10_121,NPB2_014
HoxB4,HFB11_050,HFB9_160
Lmo2,HFB11_050,HFB12_071
Gfi1b,HFB11_050,HFA1_064
Tbx3,HFB11_050,PSA8_023
Mitf,HFB11_052,HFB9_062
HoxB2,HFB11_053,SomNHA6_120
Tbx3,HFB11_053,SomNHA6_061
Runx1,HFB11_053,SomNHA3_095
Lyl1,HFB11_053,HFB9_008
Mecom,HFB11_053,HFB12_087
Lmo2,HFB11_053,HFB11_087
Ldb1,HFB11_053,HFB11_020
Tbx20,HFB11_053,HFB10_099
Sox17,HFB11_053,HFA4_009
Sfpi1,HFB11_053,NPB6_052
Ikaros,HFB11_053,NPB5_061
HoxB4,HFB11_053,PSA6_045
Gfi1b,HFB11_054,SomNHA5_086
HoxB4,HFB11_054,SomNHA4_194
Etv2,HFB11_054,SomNHA4_139
Runx1,HFB11_054,SomNHA3_194
Mecom,HFB11_054,SomNHA3_069
Mitf,HFB11_054,SomNHA3_017
Myb,HFB11_054,HFB9_185
Tbx20,HFB11_054,NPA6_048
Lmo2,HFA4_118,SomHA8_064
Sox7,HFA4_118,HFB10_057
Gfi1,HFA4_118,HFA4_078
Gata1,HFA4_118,HFA1_110
Mecom,HFB11_057,SomNHA6_061
Gfi1b,HFB11_057,SomNHA6_011
Runx1,HFB11_057,SomNHA5_011
Nfe2,HFB11_057,SomNHA4_206
Myb,HFB11_057,HFB9_168
Lmo2,HFB11_057,HFB13_056
Lyl1,HFB11_057,HFB13_028
Tbx3,HFB11_057,HFB12_087
Hhex,HFB11_057,HFB12_036
HoxB4,HFB11_057,HFB10_163
Ikaros,HFB11_057,NPB2_064
Sfpi1,HFB11_057,NPA6_048
Runx1,HFA4_117,SomNHA6_195
Etv2,HFA4_115,SomNHA6_032
Mitf,HFA4_115,SomNHA5_079
Myb,HFA4_115,SomNHA4_037
Mecom,HFA4_115,SomNHA3_116
Sox17,HFA4_115,HFB13_108
Tbx3,HFA4_115,HFB11_067
Tbx20,HFA4_115,HFB10_035
Lmo2,HFA4_115,HFA4_013
Gfi1b,HFB10_139,SomNHA6_240
Tbx3,HFB10_139,HFB9_015
Sfpi1,HFB10_139,HFB12_115
Gfi1,HFB10_139,HFA4_090
Mecom,HFB10_139,NPB8_032
Lmo2,HFB10_139,NPB7_018
HoxB4,HFB10_134,SomNHA6_172
Sfpi1,HFB10_134,SomNHA6_104
Mitf,HFB10_134,HFB13_056
Sox7,HFB10_130,HFB10_119
Mitf,HFB10_131,HFB9_009
Lyl1,HFB11_042,HFB12_111
Gfi1,HFB11_040,NPB5_030
Sox17,HFB11_040,NPB3_044
Ikaros,HFA4_107,HFA4_063
Mecom,HFA4_107,HFA1_024
Etv2,HFB11_043,HFB13_115
Tbx3,HFB11_043,HFB11_091
Sfpi1,HFA4_108,HFB9_170
Nfe2,HFA4_108,HFB13_048
Hhex,HFA4_108,NPB3_011
Mitf,HFA4_108,PSA8_040
Lmo2,HFB11_048,SomNHA6_240
Mecom,HFB11_048,HFB9_160
Tbx3,HFB11_048,HFB13_061
Gfi1b,HFB11_048,NPB7_018
Gfi1b,HFA4_100,HFB13_186
Gfi1,SomHA8_160,SomHA9_022
Gfi1,SomHA9_087,SomHA7_212
Mitf,SomHA7_344,SomHA8_179
Lmo2,SomHA7_344,SomHA7_327
Etv2,SomHA7_344,SomHA7_308
Gfi1,SomHA7_344,SomHA7_186
Notch1,SomHA7_344,SomHA7_124
Erg,SomHA7_344,SomHA7_105
Ets1,SomHA7_344,SomHA7_067
Meis1,SomHA7_344,SomHA7_006
Gfi1b,SomHA7_343,SomHA7_133
Ets2,SomHA7_347,SomHA8_179
Lmo2,SomHA8_155,SomHA9_143
Sfpi1,SomHA8_155,SomHA9_022
Hhex,SomHA8_155,SomHA8_267
Etv6,SomHA8_155,SomHA7_085
Ets1,SomHA9_077,SomHA8_340
Gfi1b,SomHA9_077,SomHA7_366
Lmo2,SomHA9_077,SomHA7_233
Sfpi1,SomHA9_077,SomHA7_165
Myb,SomHA9_077,SomHA7_073
Mitf,SomHA9_077,SomHA7_010
Etv2,SomHA7_357,SomHA8_024
Gfi1,SomHA7_355,SomHA8_166
Fli1,SomHA7_354,SomHA9_278
Lyl1,SomHA7_354,SomHA9_017
Etv2,SomHA7_354,SomHA8_278
Sfpi1,SomHA7_354,SomHA8_008
Tbx20,SomHA7_354,SomHA7_333
Gata1,SomHA7_354,SomHA7_248
Lmo2,SomHA7_354,SomHA7_146
Mitf,SomHA7_354,SomHA7_085
Hhex,SomHA7_354,SomHA7_078
Meis1,SomHA7_354,SomHA7_067
Tbx3,SomHA7_354,SomHA7_030
Ets1,SomHA7_354,SomHA7_006
Lmo2,SomHA8_151,SomHA8_306
Notch1,SomHA8_151,SomHA8_152
Notch1,SomHA8_152,SomHA8_151
Fli1,SomHA8_152,SomHA8_137
Ets1,SomHA8_152,SomHA8_070
Mitf,SomHA8_152,SomHA8_062
Tbx3,SomHA8_152,SomHA7_227
Myb,SomHA8_152,SomHA7_169
Hhex,SomHA8_152,SomHA7_146
Lmo2,SomHA8_152,SomHA7_078
Sfpi1,SomHA8_152,SomHA7_058
Meis1,SomHA8_152,SomHA7_039
Gata1,SomHA7_359,SomHA7_147
Myb,SomHA8_153,SomHA8_207
Tbx3,SomHA8_153,SomHA7_054
Fli1,SomHA7_358,SomHA7_329
Mitf,SomHA7_358,SomHA7_299
Ets1,SomHA7_358,SomHA7_115
Sfpi1,SomHA7_358,SomHA7_028
Hhex,SomHA8_149,SomHA8_317
Cbfa2t3h,SomHA8_149,SomHA8_107
Sfpi1,SomHA8_149,SomHA8_041
Ets1,SomHA8_149,SomHA7_295
Mitf,SomHA8_149,SomHA7_271
Fli1,SomHA8_149,SomHA7_119
Lmo2,SomHA8_149,SomHA7_033
Myb,SomHA8_149,SomHA7_021
Mitf,SomHA8_148,SomHA9_143
Ets1,SomHA8_148,SomHA9_064
Etv6,SomHA8_148,SomHA7_146
Sfpi1,SomHA9_067,SomHA9_141
Mitf,SomHA9_067,SomHA9_017
Ets1,SomHA9_067,SomHA8_375
Lyl1,SomHA9_067,SomHA7_085
Myb,SomHA7_369,SomHA8_041
Fli1,SomHA7_369,SomHA7_233
Etv6,SomHA7_369,SomHA7_079
Mitf,SomHA7_369,SomHA7_031
Sfpi1,SomHA7_369,SomHA7_021
Mitf,SomHA8_187,SomHA9_307
Etv2,SomHA8_187,SomHA7_066
Lmo2,SomHA8_185,SomHA7_142
HoxB4,SomHA8_185,SomHA7_119
Gfi1b,SomHA7_366,SomHA9_077
Lmo2,SomHA8_183,SomHA7_204
Sfpi1,SomHA7_365,SomHA7_321
Ets1,SomHA7_365,SomHA7_195
Mitf,SomHA7_365,SomHA7_056
Etv2,SomHA7_365,SomHA7_009
Myb,SomHA7_374,SomHA7_271
Fli1,SomHA7_374,SomHA7_246
Ets1,SomHA7_374,SomHA7_230
Etv6,SomHA7_374,SomHA7_166
Lmo2,SomHA7_374,SomHA7_032
Sfpi1,SomHA7_374,SomHA7_031
Mitf,SomHA7_374,SomHA7_021
Lmo2,SomHA8_179,SomHA8_304
Ets2,SomHA8_179,SomHA7_347
Mitf,SomHA8_179,SomHA7_344
Ets1,SomHA8_179,SomHA7_315
Meis1,SomHA8_179,SomHA7_252
Ets1,SomHA8_173,HFA1_076
Myb,SomHA9_094,SomHA9_256
Hhex,SomHA9_094,SomHA9_105
Ets1,SomHA9_094,SomHA8_026
Sox7,SomHA8_176,SomHA8_064
Gata1,SomHA8_176,SomHA7_254
Lmo2,SomHA8_176,HFB10_057
Etv2,SomHA9_088,SomHA8_114
Mitf,SomHA9_088,SomHA7_290
Lmo2,SomHA9_088,SomHA7_241
Erg,SomHA9_088,SomHA7_114
Lmo2,SomHA9_089,SomHA9_017
Lyl1,SomHA9_089,SomHA7_146
Ets1,SomHA8_167,SomHA8_244
Sox7,SomHA8_167,SomHA7_207
Gfi1,SomHA8_166,SomHA7_355
Tbx20,SomHA8_166,SomHA7_105
Lmo2,SomHA8_169,SomHA7_311
Mecom,SomHA8_169,SomHA7_207
Lmo2,PSA6_034,NPB2_071
Sox17,PSA6_034,NPB2_005
Erg,PSA6_034,PSA6_025
HoxB4,PSA6_032,NPA6_004
Notch1,PSA6_032,PSB3_056
Myb,PSA6_032,PSB3_041
Fli1,PSA6_032,PSA2_006
Cbfa2t3h,PSA6_032,PSA1_010
Gfi1,PSA6_039,NPA6_073
Etv2,PSA6_039,PSB3_079
Mitf,PSA6_039,PSB3_004
FoxH1,SomHA8_195,HFB10_057
Myb,SomNHA4_219,SomNHA5_160
Mitf,SomNHA4_219,SomNHA3_161
HoxB4,PSA6_022,HFA4_027
Ikaros,PSA6_022,PSA2_016
HoxB4,PSA6_025,HFB10_013
Erg,PSA6_025,PSA6_034
Runx1,PSA6_027,SomNHA6_123
Meis1,PSA6_027,NPB5_022
Cbfa2t3h,PSA6_027,PSB2_029
Fli1,SomNHA4_215,HFB9_044
Runx1,SomNHA4_215,PSB3_056
Mitf,SomNHA4_215,PSB1_020
Myb,SomNHA4_214,SomNHA6_071
Sox7,SomNHA4_217,PSB2_040
FoxH1,SomNHA4_208,NPA6_048
Lmo2,SomNHA4_206,SomNHA3_134
Mecom,SomNHA4_206,HFB14_041
Sfpi1,SomNHA4_206,HFB13_020
Gfi1,SomNHA4_206,HFB12_130
Nfe2,SomNHA4_206,HFB11_057
Ikaros,SomNHA4_206,HFB10_126
Lyl1,SomNHA4_206,NPB7_030
HoxB4,NPB8_001,HFB9_017
Myb,NPB8_001,HFB9_012
Nfe2,NPB8_001,HFA1_064
Tbx3,NPB8_001,NPB2_017
Lmo2,NPB8_002,NPA7_019
Tbx20,NPB8_002,PSA1_057
Tbx3,PSA6_048,NPA7_091
Notch1,PSA6_048,NPA6_076
Gfi1b,PSA6_049,HFB9_110
Gfi1,PSA6_049,HFA4_093
Lmo2,PSA6_049,NPB2_007
Nfe2,PSA6_049,NPA7_038
Sox17,PSA6_049,NPA7_035
Meis1,PSA6_049,PSA1_094
Hhex,PSA6_046,NPB6_006
Tbx3,PSA6_046,PSA1_095
Runx1,PSA6_045,HFB12_128
Mecom,PSA6_045,HFB11_125
HoxB4,PSA6_045,HFB11_053
Ikaros,PSA6_045,HFB10_043
Lyl1,PSA6_045,HFB10_007
Erg,PSA6_045,NPB7_042
Tbx3,PSA6_045,NPB6_031
Mitf,PSA6_045,NPB5_059
Myb,PSA6_045,NPB5_020
Gfi1b,PSA6_045,NPB4_038
Nfe2,PSA6_045,NPA7_054
Sfpi1,PSA6_045,PSB3_042
Sox17,PSA6_045,PSB1_062
Sfpi1,PSA6_040,HFA4_099
Mitf,PSA6_040,NPB4_021
Mitf,SomHA9_123,SomHA8_374
Lmo2,SomHA9_123,SomHA8_037
Hhex,SomHA9_123,SomHA8_024
Ets1,SomHA9_123,SomHA7_247
Etv6,SomHA9_123,SomHA7_113
Sfpi1,HFB9_091,NPB3_021
Gfi1,HFB9_083,HFB9_168
Sox17,HFB9_083,HFB13_105
Ldb1,SomHA9_137,HFB10_057
Sfpi1,SomHA9_138,SomHA8_244
Lmo2,SomHA9_138,SomHA8_117
Sox7,SomHA9_138,SomHA8_059
Meis1,SomHA9_138,HFA1_116
Sfpi1,SomHA9_133,SomHA9_301
Hhex,SomHA9_133,SomHA8_346
Cbfa2t3h,SomHA9_133,SomHA8_130
Tbx3,SomHA9_133,SomHA8_028
Ets1,SomHA9_133,SomHA7_023
Etv6,SomHA9_134,SomHA8_122
Ets1,SomHA9_134,SomHA8_110
Etv2,SomHA9_134,SomHA7_274
Sfpi1,HFB9_078,SomNHA5_160
Mecom,HFB9_078,SomNHA4_194
Runx1,HFB9_078,SomNHA4_046
HoxB4,HFB9_078,SomNHA3_069
Tbx20,HFB9_078,HFB9_116
Mitf,HFB9_078,HFB13_075
Tbx3,HFB9_078,HFB12_042
Mitf,HFB9_075,HFB9_024
Mitf,HFB9_076,SomNHA5_086
Gfi1b,HFB9_076,SomNHA3_017
Lyl1,HFB9_079,NPB5_057
Tbx3,HFB9_079,NPA7_034
Ets1,SomHA9_141,SomHA9_182
Sfpi1,SomHA9_141,SomHA9_067
Hhex,SomHA9_141,SomHA7_134
Lyl1,SomHA9_141,SomHA7_012
Hhex,SomHA9_105,SomHA9_094
Lmo2,SomHA9_105,SomHA7_230
Fli1,SomHA9_105,SomHA7_226
Etv6,SomHA9_105,SomHA7_082
Ets1,SomHA9_105,SomHA7_032
Myb,SomHA9_105,SomHA7_028
Ets2,SomHA9_106,SomHA7_147
Tbx20,NPB3_007,HFB12_065
Sfpi1,NPB3_007,HFA1_051
Lmo2,NPB3_007,PSA9_017
Gfi1,NPA6_011,NPB8_037
Runx1,NPA6_014,HFA1_084
Mecom,HFB12_108,HFB11_139
Gfi1b,HFB12_105,HFA4_052
Mitf,HFB12_105,NPA7_038
Sfpi1,HFB12_103,SomNHA5_011
Lmo2,HFB12_103,SomNHA4_078
Tbx20,HFB12_103,SomNHA3_194
Etv2,HFB12_103,SomNHA3_174
HoxB4,HFB12_103,HFB13_196
Ikaros,HFB12_103,HFB12_078
Runx1,HFB12_103,NPA6_048
Lmo2,HFB12_101,SomNHA4_045
Tbx20,HFB12_101,HFB9_003
Sfpi1,HFB12_101,HFB13_189
Runx1,HFB12_101,HFB13_066
HoxB4,HFB12_101,HFB13_004
Myb,HFB12_101,HFA1_005
Tbx3,HFB12_101,NPB5_056
Erg,NPA6_010,NPA7_004
Nfe2,NPA6_010,PSA8_002
Meis1,NPA6_010,PSA1_074
Mitf,SomHA9_113,SomHA7_094
Tbx20,SomHA9_113,SomHA7_058
Lmo2,SomHA9_113,SomHA7_013
Tbx3,HFB12_109,HFB9_023
Sfpi1,HFB12_109,HFB12_129
Ikaros,HFB12_109,HFB12_065
Lmo2,HFB12_109,HFB10_037
Erg,HFB12_109,HFA1_089
HoxB4,HFB12_109,PSB2_051
Lyl1,SomHA9_116,SomHA8_028
Hhex,SomHA9_116,SomHA7_294
Cbfa2t3h,SomHA9_116,SomHA7_127
Ets1,NPA6_009,SomNHA5_127
Fli1,NPA6_009,NPA7_092
Notch1,NPA6_009,NPA6_004
HoxB4,NPA6_009,PSB3_056
HoxB4,NPA6_008,SomHA8_064
Tbx20,NPA6_008,HFB10_074
Gata1,NPA6_008,HFB10_036
Nfe2,NPA6_008,NPB5_053
Tbx3,NPA6_008,NPA7_081
Gata1,HFB12_110,HFB10_150
Mitf,HFB12_110,HFB10_074
Nfe2,HFB12_110,NPB6_004
Mecom,HFB12_111,SomNHA6_211
Tbx3,HFB12_111,HFB12_086
Lmo2,HFB12_111,HFB12_050
Lyl1,HFB12_111,HFB11_042
Mecom,NPA6_006,HFB10_056
Gata1,NPA6_006,NPB8_044
Sox17,NPA6_006,NPB2_052
Tal1,NPA6_004,SomNHA5_140
Ets1,NPA6_004,SomNHA3_181
Notch1,NPA6_004,NPA6_009
HoxB4,NPA6_004,PSA6_032
Fli1,NPA6_004,PSA1_041
Mecom,HFB12_116,HFB11_145
Myb,HFB12_116,HFA4_090
Ldb1,HFB12_117,HFB13_205
Lmo2,HFB12_115,SomNHA5_175
Ikaros,HFB12_115,SomNHA3_061
Nfe2,HFB12_115,HFB9_122
Mecom,HFB12_115,HFB9_050
Myb,HFB12_115,HFB11_091
Sfpi1,HFB12_115,HFB10_139
Tbx20,HFB12_115,PSA8_036
Tbx3,NPB3_028,HFA4_003
Mecom,NPB3_028,NPB5_065
Gfi1,NPB3_028,PSB2_078
Gata1,NPB3_028,PSB2_059
Sfpi1,NPB3_021,HFB9_091
Lmo2,NPB3_021,HFB12_046
Gata1,SomHA8_008,SomHA9_282
Sox7,SomHA8_008,SomHA9_044
Gfi1b,SomHA8_008,SomHA8_372
Etv2,SomHA8_008,SomHA8_085
Fli1,SomHA8_008,SomHA8_028
Sfpi1,SomHA8_008,SomHA7_354
Lmo2,SomHA8_008,SomHA7_310
Cbfa2t3h,SomHA8_008,SomHA7_260
Ets1,SomHA8_008,SomHA7_212
Etv6,SomHA8_008,SomHA7_181
Myb,SomHA8_008,SomHA7_176
Hhex,SomHA8_008,SomHA7_044
Mitf,SomHA8_008,SomHA7_012
Mitf,SomHA8_005,SomHA7_176
Hhex,SomHA8_005,SomHA7_165
Fli1,SomHA8_005,SomHA7_087
Myb,SomHA8_005,SomHA7_012
Tbx20,NPA6_030,HFB13_186
Runx1,NPA6_030,HFB13_019
Mecom,NPA6_030,HFB11_026
Lmo2,NPA6_030,HFB10_153
Ikaros,NPA6_030,HFB10_008
Nfe2,NPA6_030,HFA4_042
Tbx3,NPA6_030,HFA4_006
Sfpi1,NPA6_030,NPB8_051
Gata1,NPA6_030,NPB6_049
HoxB4,NPA6_030,PSB3_026
Mitf,HFB9_047,HFB14_026
Sox17,HFB9_047,HFB11_151
Tbx3,HFB9_047,NPB6_054
Fli1,SomHA7_212,SomHA9_256
Gfi1,SomHA7_212,SomHA9_087
Etv2,SomHA7_212,SomHA8_279
Ets1,SomHA7_212,SomHA8_008
Lyl1,SomHA7_212,SomHA7_301
Hhex,SomHA7_212,SomHA7_147
Mitf,SomHA7_212,SomHA7_064
Lmo2,SomHA7_212,SomHA7_007
Sfpi1,SomHA7_212,SomHA7_006
Notch1,SomHA9_175,SomHA7_085
Myb,SomHA7_214,SomHA8_215
Tbx3,SomHA7_214,SomHA8_035
Erg,NPA6_031,PSA2_012
Gfi1,SomHA9_170,SomHA7_327
Lmo2,SomHA9_170,SomHA7_186
Erg,SomHA9_171,SomHA7_124
Notch1,SomHA9_171,SomHA7_105
Etv2,SomHA9_171,HFA1_076
Lyl1,SomHA7_216,SomHA7_040
Myb,SomHA7_217,SomHA8_134
Meis1,SomHA7_217,SomHA8_095
Fli1,SomHA7_217,SomHA7_198
Lmo2,SomHA7_217,SomHA7_166
Ets1,SomHA7_217,SomHA7_082
Ets2,SomHA7_217,SomHA7_055
Etv6,SomHA7_217,SomHA7_032
Fli1,SomHA7_219,SomHA8_128
Sfpi1,SomHA7_219,SomHA7_083
Tbx3,SomHA7_219,SomHA7_047
Myb,NPA6_037,HFB13_190
Tbx3,NPA6_037,HFB13_145
Sox17,NPA6_037,NPB2_028
HoxB4,NPA6_037,NPA7_090
Erg,NPA6_037,NPA6_095
Gfi1,NPA6_037,NPA6_020
Lmo2,NPA6_037,PSB3_058
Gata1,NPA6_039,HFB9_017
Etv2,NPA6_034,HFB14_010
Myb,NPA6_033,HFB10_080
Fli1,NPA6_033,NPA6_104
HoxB4,NPA6_033,PSB3_009
Tal1,NPA6_033,PSA3_008
Sfpi1,NPA6_036,SomHA9_307
Tbx20,NPA6_036,SomHA8_339
Etv2,NPA6_036,SomHA8_319
Ets1,NPA6_036,SomHA8_054
Meis1,NPA6_036,SomHA8_029
Lmo2,NPA6_036,SomHA7_245
Fli1,HFB9_044,SomNHA4_215
Mecom,HFB9_044,NPA7_018
Runx1,HFB9_044,PSA7_044
Mitf,HFB9_044,PSA7_040
Notch1,HFB9_044,PSA3_008
Fli1,SomNHA3_109,SomNHA5_148
Gfi1b,SomNHA3_109,PSA1_011
Sfpi1,SomNHA3_106,HFB9_194
Mitf,SomNHA3_106,HFB12_097
Ikaros,SomHA8_012,SomHA7_163
Cbfa2t3h,SomHA8_012,SomHA7_078
Sfpi1,SomHA8_012,SomHA7_022
Cbfa2t3h,SomHA8_013,SomHA7_085
Tbx3,SomNHA3_107,SomNHA6_011
Lmo2,SomNHA3_107,HFB9_064
Erg,SomNHA3_107,HFB14_034
Gfi1b,SomNHA3_107,HFB12_087
Hhex,NPB3_011,HFA4_108
Ets1,SomHA8_017,SomHA7_250
Cbfa2t3h,SomHA8_017,SomHA7_246
Hhex,SomNHA3_104,HFB13_162
Gfi1b,NPA6_020,NPB5_008
HoxB4,NPA6_020,NPB2_052
Meis1,NPA6_020,NPA7_069
Mitf,NPA6_020,NPA7_022
Gfi1,NPA6_020,NPA6_037
Gata1,NPA6_020,PSB2_044
Gfi1,SomHA9_185,SomHA7_027
Sox7,SomHA7_206,SomHA7_038
Fli1,SomHA7_207,SomHA8_317
Mecom,SomHA7_207,SomHA8_169
Sox7,SomHA7_207,SomHA8_167
Mitf,SomHA7_207,SomHA7_310
Etv6,SomHA7_207,SomHA7_263
Hhex,SomHA7_207,SomHA7_119
Sfpi1,SomHA7_207,SomHA7_080
Ets1,SomHA7_207,SomHA7_066
Lmo2,SomHA7_207,SomHA7_012
Lmo2,SomHA7_204,SomHA8_183
Gfi1,SomHA7_204,SomHA7_290
Sfpi1,SomHA9_181,SomHA8_369
Tbx3,SomHA9_181,SomHA7_009
Lyl1,SomHA7_205,SomHA7_181
Ets1,SomHA9_182,SomHA9_141
Sfpi1,SomHA9_182,SomHA8_375
Mitf,SomHA9_182,SomHA7_301
Lyl1,SomHA9_182,SomHA7_064
Etv2,NPA6_029,SomHA8_236
Meis1,NPA6_029,HFB13_037
Runx1,NPA6_027,HFB13_166
Ikaros,NPA6_027,HFB13_138
Sox17,NPA6_027,HFB12_060
Mecom,NPA6_027,NPA7_038
Ikaros,HFB9_034,HFB9_107
Sox17,HFB9_034,HFA4_042
Gfi1b,HFB9_034,PSB3_020
Nfe2,NPA6_024,SomNHA5_110
Lmo2,NPA6_024,SomNHA4_021
Myb,NPA6_024,HFB13_092
Sox17,HFB9_032,NPB4_053
Erg,HFB9_032,PSA7_036
Cbfa2t3h,HFB9_032,PSA2_034
Mitf,NPB3_046,SomNHA3_045
Lmo2,NPB3_044,HFB13_199
Sox17,NPB3_044,HFB11_040
Gfi1,NPB3_044,NPA6_083
Lmo2,SomHA9_143,SomHA8_155
Mitf,SomHA9_143,SomHA8_148
Sfpi1,SomHA9_143,SomHA7_263
Etv6,SomHA9_143,SomHA7_080
Ikaros,NPB3_043,HFB14_006
Tbx3,NPB3_043,HFB13_198
Lmo2,NPB3_043,NPB8_044
Sox17,NPB3_043,NPB5_065
Fli1,SomHA9_149,SomHA7_137
Mitf,SomHA9_149,SomHA7_022
Cbfa2t3h,SomHA9_149,SomHA7_014
Erg,HFB9_069,HFB12_060
Sfpi1,HFB9_069,PSA2_018
Tbx3,NPA6_056,HFB13_037
Lmo2,HFB9_064,SomNHA3_107
Tbx3,HFB9_064,SomNHA3_099
Gfi1b,HFB9_064,SomNHA3_061
Etv2,HFB9_064,SomNHA3_048
Myb,HFB9_064,HFB13_140
Sfpi1,HFB9_064,HFB11_124
HoxB4,NPA6_058,NPA6_083
Sfpi1,NPA6_058,PSB1_067
Ikaros,NPA6_058,PSA2_034
Sox17,NPA6_058,PSA1_021
Gfi1,NPA6_059,HFB10_150
Tbx20,NPA6_059,HFB10_148
Meis1,NPA6_059,NPA7_013
Tbx3,NPA6_059,PSA1_076
Mitf,NPA6_059,PSA1_055
Sox17,HFB9_062,HFB9_107
Sfpi1,HFB9_062,HFB14_041
Mecom,HFB9_062,HFB13_020
Mitf,HFB9_062,HFB11_052
Nfe2,HFB9_062,HFB10_008
Ikaros,HFB9_062,HFA4_042
Lmo2,SomHA9_155,SomHA9_282
Gata1,SomHA9_155,SomHA7_310
Tbx3,NPB3_035,NPB5_022
Sfpi1,NPB3_035,PSB2_048
Lmo2,NPB3_035,PSB2_015
Gfi1b,NPB3_035,PSB1_056
Cbfa2t3h,NPB3_035,PSA8_042
Gfi1b,NPB3_032,SomNHA4_114
Sfpi1,NPB3_032,SomNHA3_134
