Gene,StateA,StateB
Mecom,SomNHA4_031,SomNHA5_160
Lmo2,SomNHA4_031,SomNHA5_138
Sfpi1,SomNHA4_031,SomNHA4_194
Runx1,SomNHA4_031,HFB12_003
Tbx20,SomNHA4_031,HFB10_163
HoxB4,PSB2_090,NPB8_052
Tbx3,HFB14_001,HFB12_136
HoxB4,HFB14_001,HFB12_004
Gfi1b,HFB14_001,HFA1_048
Mecom,HFB14_001,NPB5_090
Mitf,PSB2_089,HFB10_098
Erg,PSB2_088,HFA1_110
Mecom,NPB7_042,SomNHA6_129
Cbfa2t3h,NPB7_042,SomNHA5_046
Runx1,NPB7_042,SomNHA3_076
Tbx3,NPB7_042,NPB5_057
Lyl1,NPB7_042,NPA7_034
Sox17,NPB7_042,PSB3_057
Gfi1,NPB7_042,PSA7_063
Erg,NPB7_042,PSA6_045
Ikaros,HFB14_006,NPB3_043
Myb,HFB14_007,HFB12_001
Tbx20,HFB14_007,HFB11_032
Mecom,HFB14_007,HFB10_041
Mitf,HFB14_007,NPB5_030
Cbfa2t3h,NPB7_044,SomNHA6_123
Ldb1,NPB7_044,SomNHA5_065
FoxO4,NPB7_044,SomNHA4_011
Runx1,NPB7_044,PSB2_029
Etv2,SomNHA4_038,NPB2_064
Erg,SomNHA4_037,SomNHA6_118
Myb,SomNHA4_037,HFA4_115
FoxH1,SomNHA4_034,SomNHA5_160
Runx1,SomNHA4_034,SomNHA4_003
Meis1,SomNHA6_205,HFB9_003
Sox17,SomNHA4_041,SomNHA6_211
Tbx3,SomNHA4_041,SomNHA6_052
Tbx20,SomNHA4_041,SomNHA5_101
Lmo2,SomNHA4_041,SomNHA5_011
Sfpi1,SomNHA4_041,SomNHA4_078
Runx1,SomNHA4_041,HFB13_056
HoxB4,SomNHA4_041,HFB11_021
Runx1,SomNHA6_208,HFB14_034
Lmo2,SomNHA6_209,SomNHA5_045
Cbfa2t3h,SomNHA6_209,SomNHA4_152
Lmo2,SomNHA4_040,SomNHA4_169
Sox17,SomNHA4_040,SomNHA3_116
Mecom,SomNHA4_040,HFB13_108
Lmo2,HFB14_009,SomNHA5_086
Erg,PSB2_083,HFB12_138
Gata1,PSB2_083,HFB11_156
Tbx3,PSB2_083,HFB10_045
Sox17,PSB2_083,HFB10_019
Mecom,PSB2_083,PSA1_055
Tbx20,SomNHA6_201,SomNHA5_147
Etv2,SomNHA6_201,SomNHA4_013
Mitf,SomNHA6_201,SomNHA3_089
Gfi1b,PSB2_078,HFA4_082
Gfi1,PSB2_078,NPB3_028
Mecom,HFB14_013,HFB9_008
Tbx3,HFB14_013,HFB13_028
Lyl1,HFB14_013,HFB12_087
Sfpi1,HFB14_013,HFB12_082
Mitf,HFB14_013,HFA1_067
Mitf,PSB2_077,PSA8_042
HoxB4,HFB14_014,SomNHA6_129
Cbfa2t3h,HFB14_014,HFB9_146
Gfi1b,HFB14_014,HFB14_034
Sfpi1,HFB14_014,HFB13_135
Erg,HFB14_014,HFB12_087
Etv2,HFB14_012,HFB10_056
Lyl1,NPB7_030,SomNHA4_206
Nfe2,NPB7_030,HFB13_028
Sox17,NPB7_030,NPA7_047
Lyl1,HFB14_015,HFB9_161
Mitf,HFB14_015,HFB12_082
Sfpi1,HFB14_015,HFA1_067
Mecom,HFB14_015,PSA8_026
Sfpi1,SomNHA4_045,HFB13_125
Lmo2,SomNHA4_045,HFB12_101
HoxB4,SomNHA4_045,HFA4_073
Myb,SomNHA4_045,NPA7_012
Gfi1,HFB14_010,NPA7_031
Etv2,HFB14_010,NPA6_034
Sfpi1,SomNHA4_046,SomNHA6_154
Myb,SomNHA4_046,SomNHA4_155
HoxB4,SomNHA4_046,SomNHA4_084
Tbx20,SomNHA4_046,HFB9_177
Runx1,SomNHA4_046,HFB9_078
Mecom,SomNHA4_046,HFB12_052
Lmo2,SomNHA4_047,HFA1_062
Etv2,SomNHA4_048,SomNHA5_138
Tbx20,SomNHA4_048,SomNHA5_103
Sox17,SomNHA4_094,SomNHA3_123
Meis1,SomNHA4_092,SomNHA3_009
Runx1,SomNHA4_093,SomNHA3_081
Runx1,SomNHA4_099,SomNHA5_173
Meis1,SomNHA4_099,SomNHA5_046
Ets1,SomNHA4_099,SomNHA4_177
Lmo2,SomNHA4_099,SomNHA3_039
Sfpi1,SomNHA4_099,HFA4_081
Sfpi1,SomHA7_189,SomHA8_260
Hhex,SomHA7_189,SomHA7_169
Myb,SomHA7_189,SomHA7_146
Ets1,SomHA7_195,SomHA7_365
Etv2,SomHA7_195,SomHA7_299
Fli1,SomHA7_199,SomHA9_030
Notch1,SomHA7_199,SomHA8_300
Mitf,SomHA7_199,SomHA8_243
Hhex,SomHA7_199,SomHA8_085
Cbfa2t3h,SomHA7_199,SomHA8_039
Ets1,SomHA7_199,SomHA8_025
Etv2,SomHA7_199,SomHA7_044
Fli1,SomHA7_198,SomHA7_217
Hhex,SomHA7_198,SomHA7_133
Meis1,SomHA7_198,SomHA7_086
Cbfa2t3h,SomHA7_198,SomHA7_069
Ets1,SomHA7_198,SomHA7_053
Myb,SomHA7_198,SomHA7_034
Etv6,SomHA7_198,SomHA7_024
Tbx20,SomHA7_197,SomHA7_159
Mitf,SomHA7_196,SomHA9_256
Hhex,SomHA7_196,SomHA7_267
Ets1,SomHA7_196,SomHA7_242
Etv6,SomHA7_196,SomHA7_168
Fli1,SomHA7_196,SomHA7_064
Ikaros,SomNHA6_237,SomNHA6_238
Sfpi1,SomNHA6_237,SomNHA5_151
Tbx3,SomNHA6_237,HFB9_185
Tbx20,SomNHA6_237,HFA4_047
Sfpi1,SomNHA6_234,SomNHA6_131
Cbfa2t3h,SomNHA6_234,SomNHA3_069
Ikaros,SomNHA6_238,SomNHA6_237
Tbx20,SomNHA6_238,HFB12_060
Mecom,SomNHA6_238,PSA9_017
Nfe2,SomNHA6_238,PSA5_032
Ets1,SomNHA4_071,NPB4_020
Nfe2,HFB14_041,SomNHA6_061
Mecom,HFB14_041,SomNHA4_206
Cbfa2t3h,HFB14_041,HFB9_174
Sfpi1,HFB14_041,HFB9_062
Tbx3,HFB14_040,SomNHA3_076
Runx1,HFB14_040,NPB5_057
Ikaros,NPB7_005,PSA1_088
Gfi1,HFB14_043,HFB13_026
Gfi1,SomNHA4_078,SomNHA6_241
Tbx20,SomNHA4_078,SomNHA6_173
Lyl1,SomNHA4_078,SomNHA5_090
Sfpi1,SomNHA4_078,SomNHA4_041
Ldb1,SomNHA4_078,SomNHA3_162
Myb,SomNHA4_078,SomNHA3_093
Mitf,SomNHA4_078,SomNHA3_011
HoxB4,SomNHA4_078,HFB13_162
Lmo2,SomNHA4_078,HFB12_103
Runx1,SomNHA4_078,HFB11_090
Erg,SomNHA6_242,SomNHA5_032
Lyl1,SomNHA6_242,HFA4_125
Gfi1,SomNHA6_241,SomNHA4_078
Sfpi1,SomNHA5_101,SomNHA6_173
Tbx20,SomNHA5_101,SomNHA4_041
Lmo2,SomNHA5_101,SomNHA3_186
HoxB4,SomNHA5_101,SomNHA3_138
Runx1,SomNHA5_101,SomNHA3_116
Lmo2,SomNHA6_243,SomNHA3_200
HoxB4,SomNHA5_103,SomNHA6_062
Sfpi1,SomNHA5_103,SomNHA5_074
Tbx20,SomNHA5_103,SomNHA4_048
Etv2,SomNHA5_103,HFB12_056
Hhex,SomNHA6_245,SomNHA6_062
Tbx3,SomNHA6_245,SomNHA5_119
Myb,SomNHA6_247,SomNHA5_138
Tbx3,SomNHA6_247,SomNHA4_140
Tbx20,SomNHA6_247,HFB13_125
Tbx3,SomNHA5_107,NPB4_035
Etv6,SomNHA5_107,PSB3_066
Lyl1,SomNHA5_107,PSA8_042
Lmo2,SomNHA4_088,SomNHA5_147
Sfpi1,SomNHA4_088,SomNHA4_145
Lmo2,SomNHA4_084,SomNHA4_067
HoxB4,SomNHA4_084,SomNHA4_046
Mecom,SomNHA4_084,SomNHA3_194
Runx1,SomNHA4_084,SomNHA3_069
Runx1,SomNHA6_240,HFB12_079
Ikaros,SomNHA6_240,HFB11_124
Lmo2,SomNHA6_240,HFB11_048
Gfi1b,SomNHA6_240,HFB10_139
Myb,HFA1_056,SomNHA3_121
Lmo2,HFA1_056,NPB4_053
FoxH1,SomNHA5_027,SomNHA6_104
Sox17,HFA1_064,HFB9_135
Gfi1b,HFA1_064,HFB11_050
Sfpi1,HFA1_064,HFB10_043
HoxB4,HFA1_064,HFA4_006
Erg,HFA1_064,HFA1_024
Nfe2,HFA1_064,NPB8_001
Ikaros,HFA1_064,PSB3_042
Tbx3,HFA1_064,PSB3_026
Hhex,SomHA8_243,SomHA9_272
Ets1,SomHA8_243,SomHA9_257
Fli1,SomHA8_243,SomHA7_321
Mitf,SomHA8_243,SomHA7_199
Etv2,SomHA8_243,SomHA7_014
Sox7,HFA1_066,NPA7_021
Gfi1b,NPB5_008,NPA6_020
Gata1,NPB5_008,PSB1_034
Sfpi1,SomHA8_244,SomHA9_138
Lmo2,SomHA8_244,SomHA8_322
Ets1,SomHA8_244,SomHA8_167
Sox7,SomHA8_244,SomHA7_066
Lmo2,HFA1_062,SomNHA4_047
Ikaros,HFA1_062,SomNHA3_081
Tbx20,HFA1_062,HFB12_127
Mitf,SomHA8_248,SomHA8_206
Sox7,SomHA8_248,SomHA7_114
Etv2,SomHA8_248,HFA1_116
Myb,SomHA8_260,SomHA7_310
Hhex,SomHA8_260,SomHA7_246
Sfpi1,SomHA8_260,SomHA7_189
Lmo2,SomHA8_260,SomHA7_176
Gfi1b,HFA1_048,HFB14_001
Myb,HFA1_048,HFB11_027
HoxB4,HFA1_048,HFB10_014
Mitf,HFA1_046,HFB11_002
Meis1,HFA1_046,NPB8_052
Lmo2,HFA1_045,NPA7_081
Runx1,SomNHA5_010,HFB10_033
Myb,SomNHA5_016,HFB9_194
Mitf,SomNHA5_016,HFA4_084
Lmo2,SomNHA5_017,SomNHA6_199
Ets1,SomNHA5_017,SomNHA4_119
Lmo2,SomNHA5_011,SomNHA4_041
Tbx20,SomNHA5_011,SomNHA3_186
Etv2,SomNHA5_011,SomNHA3_037
Cbfa2t3h,SomNHA5_011,HFB9_196
Mecom,SomNHA5_011,HFB13_205
HoxB4,SomNHA5_011,HFB13_047
Sox17,SomNHA5_011,HFB13_021
Sfpi1,SomNHA5_011,HFB12_103
Runx1,SomNHA5_011,HFB11_057
Ikaros,SomNHA5_011,HFA4_122
Tbx3,SomNHA5_011,HFA4_084
Mecom,HFA1_050,PSA1_077
Lmo2,HFA1_051,HFB13_034
Sfpi1,HFA1_051,NPB3_007
Tbx20,HFB13_086,SomNHA4_148
Cbfa2t3h,HFB13_086,NPB5_087
Erg,HFB13_082,SomNHA4_065
Tbx3,HFB13_082,HFB13_196
Runx1,HFB13_082,HFB10_118
Cbfa2t3h,HFB13_082,NPA7_039
Mecom,HFB13_081,HFA1_113
HoxB4,HFB13_081,HFA1_092
Mecom,HFB13_084,HFA4_079
Mecom,HFB13_083,SomNHA6_039
Tbx3,HFB13_083,SomNHA4_007
Sox17,HFB13_083,SomNHA3_043
Lyl1,SomHA8_229,SomHA8_340
HoxB4,HFA1_082,HFB13_113
Gata1,HFA1_082,HFA4_078
Gfi1,HFA1_082,HFA1_110
FoxH1,SomNHA5_009,SomNHA4_176
Myb,SomHA8_225,SomHA7_340
Cbfa2t3h,SomHA8_225,SomHA7_274
Cbfa2t3h,HFA1_084,NPA7_092
Runx1,HFA1_084,NPA6_014
Tbx20,SomHA8_226,SomHA7_147
Ets1,SomHA8_226,SomHA7_013
Mitf,SomHA8_224,SomHA8_350
HoxB4,SomHA8_224,SomHA8_327
Ets1,SomHA8_224,SomHA8_304
Lmo2,SomHA8_224,SomHA7_315
Myb,SomHA8_224,SomHA7_281
Hhex,SomHA8_224,SomHA7_279
Meis1,SomHA8_224,SomHA7_080
Meis1,SomHA8_222,SomHA9_235
Etv6,SomHA8_222,SomHA8_037
Fli1,SomHA8_222,SomHA7_295
Sfpi1,SomHA8_222,SomHA7_162
Ets1,SomHA8_222,SomHA7_119
Lmo2,SomHA8_222,SomHA7_113
Mitf,SomHA8_222,SomHA7_091
Hhex,SomHA8_222,SomHA7_066
Mecom,HFB13_099,HFB10_119
Mitf,HFB13_099,NPB5_088
Erg,HFA1_069,NPB7_051
Tbx3,HFA1_069,PSB2_032
Sfpi1,HFA1_067,HFB14_015
Mitf,HFA1_067,HFB14_013
Runx1,HFB13_092,NPB5_027
Myb,HFB13_092,NPA6_024
Etv2,SomHA8_236,NPA6_029
Notch1,SomHA8_237,SomHA9_278
Etv2,HFA1_076,SomHA9_171
Ets1,HFA1_076,SomHA8_173
Lmo2,HFA1_076,SomHA7_254
Mitf,HFA1_076,SomHA7_093
Gata1,HFA1_076,HFB10_057
Sox7,HFA1_076,HFA1_110
Ldb1,SomNHA5_065,NPB7_044
Sox7,HFB13_069,HFB13_113
Lmo2,HFB13_069,HFA4_022
HoxB4,HFB13_061,HFB12_126
Sox17,HFB13_061,HFB12_028
Tbx3,HFB13_061,HFB11_048
Gfi1b,HFB13_061,HFB11_026
Ikaros,HFB13_061,HFB10_010
Lmo2,HFB13_062,SomNHA6_039
Gfi1b,HFB13_062,HFB11_033
HoxB4,HFB13_062,NPB5_087
Sox17,HFB13_062,NPA6_048
Myb,HFB13_064,HFB9_171
Nfe2,HFB13_064,HFB13_152
Myb,HFB13_066,HFB13_196
Runx1,HFB13_066,HFB12_101
Mitf,SomHA8_202,SomHA9_278
Sfpi1,SomHA8_202,SomHA7_242
Fli1,SomHA8_202,SomHA7_085
Hhex,SomHA8_202,SomHA7_009
Tbx20,HFA1_022,HFB10_119
Mitf,HFA1_022,HFA1_036
Mitf,SomHA8_206,SomHA8_248
Sox7,SomHA8_206,SomHA8_029
Erg,SomHA8_206,HFB13_037
Notch1,NPB5_045,HFB9_153
Mecom,NPB5_045,NPA7_013
Tbx3,NPB5_045,NPA6_047
Ets1,SomHA8_207,SomHA8_271
Myb,SomHA8_207,SomHA8_153
Tbx3,SomHA8_207,SomHA7_113
Mitf,SomHA8_207,SomHA7_011
Sfpi1,NPB5_040,HFB9_017
Myb,NPB5_040,HFB13_183
Lmo2,NPB5_040,HFB12_093
Nfe2,NPB5_040,NPB5_061
Erg,NPB5_040,PSB2_021
Sox17,SomNHA5_054,SomNHA5_074
Tbx20,HFB13_078,NPB2_052
Nfe2,HFB13_078,NPA7_074
Mitf,HFB13_078,NPA7_031
Lmo2,HFB13_078,NPA7_007
Tbx3,HFB13_078,NPA6_061
Lmo2,HFB13_079,HFB10_074
Gfi1,HFB13_079,NPA7_032
Sfpi1,HFB13_079,PSB1_055
Mitf,HFA1_007,PSB3_078
Tbx3,HFB13_073,HFB11_095
Mitf,HFB13_073,HFB10_037
Erg,HFB13_073,PSA1_088
Tbx20,HFA1_005,SomNHA4_194
Mecom,HFA1_005,HFB9_116
Runx1,HFA1_005,HFB13_196
Myb,HFA1_005,HFB12_101
Mitf,HFA1_005,HFB12_096
Sfpi1,HFA1_005,HFB10_163
Tbx3,HFA1_005,HFB10_118
Erg,HFA1_005,HFB10_062
Sox17,HFA1_005,NPB5_087
Lmo2,HFA1_005,NPA7_012
HoxB4,HFA1_005,NPA6_048
Tbx20,HFB13_076,NPB6_028
Gfi1b,HFB13_076,PSA1_070
Hhex,HFA1_003,HFA1_002
Ldb1,HFA1_004,PSA7_040
Gata1,HFA1_001,HFB12_127
HoxB4,HFA1_002,HFA4_074
Hhex,HFA1_002,HFA1_003
Mecom,HFB13_075,SomNHA6_156
Mitf,HFB13_075,HFB9_078
Tbx3,HFA1_010,SomHA8_034
Lmo2,HFA1_010,HFB14_037
Nfe2,NPB5_039,NPB5_066
Sox17,NPB5_039,NPB5_021
Lmo2,NPB5_039,PSA1_074
Tbx20,SomHA8_212,SomHA7_327
Etv2,SomHA8_212,SomHA7_307
Mitf,SomHA8_215,SomHA9_043
Lmo2,SomHA8_215,SomHA8_271
Myb,SomHA8_215,SomHA7_214
Tbx3,SomHA8_215,SomHA7_119
Nfe2,PSA8_040,HFB12_060
Sfpi1,PSA8_040,HFB11_151
Myb,PSA8_040,HFB11_140
Tbx3,PSA8_040,HFB10_014
Mitf,PSA8_040,HFA4_108
Gfi1b,PSA8_040,NPA7_057
Mecom,PSA8_040,NPA7_035
Tbx20,PSA8_040,PSA5_032
Nfe2,PSA8_044,HFB13_130
Mecom,NPB5_031,HFB13_130
Myb,NPB5_031,NPB7_014
Lyl1,PSA8_042,SomNHA5_107
HoxB4,PSA8_042,SomNHA4_060
Runx1,PSA8_042,NPB8_037
Cbfa2t3h,PSA8_042,NPB3_035
Sox7,PSA8_042,PSB3_021
Mitf,PSA8_042,PSB2_077
Hhex,PSA8_042,PSB2_007
Fli1,PSA8_042,PSB1_079
Notch1,SomNHA5_056,SomNHA5_036
Mitf,NPB5_030,HFB14_007
Tbx3,NPB5_030,HFB13_203
Nfe2,NPB5_030,HFB13_183
Tbx20,NPB5_030,HFB13_034
Gfi1,NPB5_030,HFB11_040
Gfi1b,NPB5_030,HFB10_064
Lyl1,NPB5_030,HFB10_021
Sfpi1,NPB5_030,NPB6_024
Myb,NPB5_030,NPB5_061
Sox17,NPB5_030,NPA6_083
Mecom,NPB5_030,PSA7_014
HoxB4,NPB5_030,PSA1_021
Gata1,PSA8_045,NPB4_052
Tbx20,SomNHA5_057,SomNHA6_038
Mecom,SomNHA5_057,SomNHA3_198
Myb,SomNHA5_057,HFB13_107
Lmo2,SomNHA5_057,HFB12_128
Gfi1b,HFB10_109,HFB13_199
Tbx3,HFB10_103,HFB13_135
HoxB4,HFB10_103,HFB10_062
Erg,HFB10_103,NPA6_048
Etv2,HFB13_046,SomNHA6_115
Mitf,HFB13_046,HFB9_161
Erg,HFB13_046,HFB13_135
Cbfa2t3h,HFB13_046,HFB13_006
Sfpi1,HFB13_046,HFB12_087
Lyl1,HFB13_046,HFB12_082
HoxB4,HFB13_046,HFB10_118
Myb,HFB13_046,HFA4_047
Ikaros,HFB13_046,NPB7_018
Mecom,HFB13_046,NPB6_052
Tbx3,HFB13_046,NPA6_048
Mecom,HFB10_104,HFB11_003
Tbx3,HFB10_104,NPB4_014
Ldb1,SomNHA5_041,SomNHA6_011
Mecom,HFB10_105,HFB13_132
Gfi1,HFB10_105,NPB4_025
HoxB4,HFB13_047,SomNHA5_011
Mitf,HFB13_047,SomNHA4_182
Sfpi1,HFB13_047,HFB13_196
Tbx20,HFB13_047,HFB12_003
Lmo2,HFB13_047,HFB11_021
Runx1,HFB13_047,HFB10_163
Sox17,HFB13_047,HFB10_089
Myb,HFB13_048,HFB12_127
Mitf,HFB13_048,HFB12_060
Lmo2,HFB13_048,HFB12_037
HoxB4,HFB13_048,HFB11_139
Sfpi1,HFB13_048,HFB10_041
Nfe2,HFB13_048,HFA4_108
Tbx3,HFB13_048,PSA6_005
Gata1,HFA1_036,SomHA8_064
Sox7,HFA1_036,SomHA7_254
Sox17,HFA1_036,HFB13_149
Tbx20,HFA1_036,HFB13_145
Notch1,HFA1_036,HFB13_037
Nfe2,HFA1_036,HFB13_009
HoxB4,HFA1_036,HFB10_036
Lmo2,HFA1_036,HFA1_110
Mitf,HFA1_036,HFA1_022
Runx1,NPB5_027,HFB13_092
Hhex,NPB5_027,PSA2_023
Sfpi1,NPB5_028,HFB13_198
Myb,HFA1_042,SomNHA3_061
Mitf,HFA1_042,HFB9_180
Gfi1b,HFA1_042,HFB13_140
Sox17,HFA1_042,HFB13_026
Mecom,HFA1_042,HFB12_129
Ikaros,HFA1_042,HFB11_091
HoxB4,HFA1_044,PSB2_029
Nfe2,HFA1_043,HFB13_026
Tbx3,PSA8_034,HFB12_046
Gata1,PSA8_034,NPB2_067
Mecom,PSA8_034,PSB3_068
HoxB4,SomNHA5_046,SomNHA4_105
Meis1,SomNHA5_046,SomNHA4_099
Tbx20,SomNHA5_046,SomNHA3_026
Cbfa2t3h,SomNHA5_046,NPB7_042
Tbx20,PSA8_036,HFB12_115
Lmo2,SomNHA5_045,SomNHA6_209
Tbx20,SomNHA5_045,SomNHA3_086
HoxB4,SomNHA5_045,SomNHA3_015
Gfi1b,NPB5_020,HFB13_103
Mecom,NPB5_020,HFB11_128
Lyl1,NPB5_020,HFB10_026
Mitf,NPB5_020,HFA1_108
Cbfa2t3h,NPB5_020,NPB4_053
Myb,NPB5_020,PSA6_045
Sox17,NPB5_020,PSA2_034
Ikaros,NPB5_020,PSA1_021
Sox17,NPB5_021,NPB5_039
Gfi1,PSA8_032,HFB12_073
Nfe2,PSA8_032,HFB10_074
Mitf,PSA8_032,NPB6_004
Mecom,PSA8_032,NPB5_075
Tbx20,PSA8_032,NPB5_053
Meis1,PSA8_032,NPB2_040
Runx1,NPB5_022,NPB4_020
Tbx3,NPB5_022,NPB3_035
Meis1,NPB5_022,PSA6_027
Lmo2,HFB10_118,HFB13_191
Runx1,HFB10_118,HFB13_082
HoxB4,HFB10_118,HFB13_046
Sfpi1,HFB10_118,HFB11_125
Erg,HFB10_118,HFA4_063
Tbx3,HFB10_118,HFA1_005
Myb,HFB10_118,NPB5_056
Mecom,HFB10_118,PSB3_042
Mitf,HFB10_119,HFB13_145
Mecom,HFB10_119,HFB13_099
HoxB4,HFB10_119,HFB10_150
Sox7,HFB10_119,HFB10_130
Tbx20,HFB10_119,HFA1_022
Lmo2,PSA8_028,NPB4_021
Gata1,PSA8_028,PSA8_002
Gfi1,PSA8_028,PSA7_065
Etv2,HFB13_056,SomNHA6_062
Runx1,HFB13_056,SomNHA4_041
Nfe2,HFB13_056,SomNHA3_134
Tbx20,HFB13_056,SomNHA3_116
Gfi1b,HFB13_056,SomNHA3_099
Tbx3,HFB13_056,SomNHA3_061
HoxB4,HFB13_056,HFB12_056
Sfpi1,HFB13_056,HFB11_090
Lmo2,HFB13_056,HFB11_057
Mitf,HFB13_056,HFB10_134
Mecom,HFB13_056,HFB10_035
Erg,SomNHA5_032,SomNHA6_242
Tbx3,SomNHA5_032,HFB13_022
Lmo2,SomNHA5_032,HFB12_125
Lyl1,SomNHA5_032,HFB10_035
Lmo2,SomNHA5_031,SomNHA3_053
HoxB4,HFB10_115,HFB9_135
Ikaros,HFB10_115,HFB10_023
Sox17,HFB10_115,HFA4_006
Lmo2,HFB10_115,HFA1_120
Myb,HFB10_115,NPA7_038
Nfe2,HFA1_025,PSB3_068
Meis1,HFA1_024,HFB13_001
Mecom,HFA1_024,HFA4_107
Erg,HFA1_024,HFA1_064
Mitf,NPB5_015,PSB2_036
Tbx3,NPB5_013,PSA5_015
Mecom,NPB5_019,SomHA9_251
Sox7,NPB5_019,SomHA9_046
Sox17,NPB5_019,NPB7_024
Tbx3,NPB5_019,NPA7_074
Nfe2,NPB5_019,NPA6_061
Gfi1b,HFA1_032,NPB6_042
Ldb1,HFA1_032,NPA7_020
Tbx3,HFA1_032,PSB1_034
Mecom,PSA8_026,HFB14_015
Mecom,PSA8_023,HFB12_126
Tbx3,PSA8_023,HFB11_050
Gfi1b,PSA8_023,PSB3_026
Notch1,SomNHA5_036,SomNHA5_056
Lyl1,SomNHA5_036,HFB13_102
Sox17,SomNHA5_036,HFA4_074
Ldb1,SomNHA5_038,SomNHA3_070
Mecom,NPB5_088,HFB13_145
Mitf,NPB5_088,HFB13_099
Ikaros,NPB5_087,HFB9_027
Cbfa2t3h,NPB5_087,HFB13_086
HoxB4,NPB5_087,HFB13_062
Nfe2,NPB5_087,HFA4_068
Sox17,NPB5_087,HFA1_005
Meis1,NPB5_086,PSB3_026
Cbfa2t3h,HFB13_022,SomNHA6_150
Tbx3,HFB13_022,SomNHA5_032
Lmo2,HFB13_022,HFB9_008
Lyl1,HFB13_022,HFB11_087
Myb,HFB13_022,HFB10_011
Lmo2,HFB13_021,SomNHA6_211
Sox17,HFB13_021,SomNHA5_011
Mecom,HFB13_021,HFB12_050
HoxB4,HFB13_021,HFB10_089
Sfpi1,HFB13_020,SomNHA4_206
Mecom,HFB13_020,HFB9_062
Ikaros,HFB13_020,HFB12_090
Lmo2,HFB13_020,NPB3_032
Nfe2,HFB13_020,NPA6_048
Lmo2,HFB13_026,SomNHA6_195
Gfi1,HFB13_026,HFB14_043
Nfe2,HFB13_026,HFA1_043
Sox17,HFB13_026,HFA1_042
Nfe2,HFB13_025,HFB9_176
Mecom,NPB5_090,HFB14_001
Ikaros,HFB13_028,HFB9_187
Tbx3,HFB13_028,HFB14_013
Mecom,HFB13_028,HFB12_125
Lyl1,HFB13_028,HFB11_057
Nfe2,HFB13_028,NPB7_030
Lmo2,NPB5_075,HFB12_121
Myb,NPB5_075,HFB12_028
Mecom,NPB5_075,PSA8_032
Lyl1,SomNHA5_090,SomNHA4_078
Lyl1,HFB13_035,SomNHA6_084
Tbx3,HFB13_035,SomNHA6_039
Mecom,HFB13_035,SomNHA4_007
Myb,HFB13_034,SomNHA6_146
Mitf,HFB13_034,HFB11_032
Lmo2,HFB13_034,HFA1_051
Tbx20,HFB13_034,NPB5_030
Sox17,HFB13_034,NPB4_018
Sfpi1,HFB13_034,PSA9_017
Erg,HFB13_037,SomHA8_206
Sox7,HFB13_037,SomHA7_290
Notch1,HFB13_037,HFA1_036
Tbx3,HFB13_037,NPA6_056
Meis1,HFB13_037,NPA6_029
Ikaros,NPB5_080,NPB5_057
Nfe2,HFB13_038,HFB13_153
Tbx20,NPB5_061,SomNHA6_146
Mecom,NPB5_061,SomNHA5_175
Lmo2,NPB5_061,HFB9_050
Mitf,NPB5_061,HFB12_001
Ikaros,NPB5_061,HFB11_053
HoxB4,NPB5_061,HFB10_043
Sfpi1,NPB5_061,HFA4_006
Tbx3,NPB5_061,NPB8_051
Nfe2,NPB5_061,NPB5_040
Myb,NPB5_061,NPB5_030
Sox17,NPB5_060,SomNHA6_061
Myb,NPB5_060,HFB9_028
Runx1,NPB5_060,HFB12_050
Ikaros,NPB5_060,HFA4_036
Tbx3,NPB5_060,HFA4_009
Gfi1b,NPB5_067,HFB10_056
Notch1,NPB5_066,HFB11_085
Erg,NPB5_066,HFA4_020
Gata1,NPB5_066,NPB5_065
Nfe2,NPB5_066,NPB5_039
Lmo2,NPB5_066,NPB2_052
Tbx20,NPB5_066,NPA7_007
Mecom,NPB5_066,PSB2_059
Meis1,NPB5_066,PSA7_056
Gata1,NPB5_065,NPB5_066
Meis1,NPB5_065,NPB4_021
Sox17,NPB5_065,NPB3_043
Mecom,NPB5_065,NPB3_028
Tbx3,NPB5_065,NPA7_032
Lmo2,SomNHA5_080,SomNHA6_115
Tbx3,SomNHA5_080,SomNHA4_176
Sfpi1,SomNHA5_080,SomNHA3_120
Notch1,HFB13_008,HFB13_192
Nfe2,HFB13_006,SomNHA4_147
Cbfa2t3h,HFB13_006,HFB13_046
Mitf,HFB13_004,SomNHA6_117
Gfi1b,HFB13_004,SomNHA6_085
Ikaros,HFB13_004,SomNHA6_008
Tbx20,HFB13_004,HFB9_185
Sfpi1,HFB13_004,HFB9_168
HoxB4,HFB13_004,HFB12_101
Lmo2,HFB13_004,HFA4_073
Tbx3,HFB13_004,HFA4_047
Myb,HFB13_004,NPA6_048
Gfi1,HFB13_002,HFA1_113
Mitf,SomNHA5_086,HFB9_076
Lmo2,SomNHA5_086,HFB14_009
Gfi1b,SomNHA5_086,HFB11_054
Tbx20,SomNHA5_086,HFB10_010
Meis1,HFB13_001,HFA1_024
Ikaros,HFB13_001,PSA5_027
Mitf,SomNHA5_079,HFA4_115
Nfe2,HFB13_009,HFA1_036
Etv2,NPB5_053,HFB9_182
Lmo2,NPB5_053,HFB11_088
Tbx3,NPB5_053,HFA4_056
Nfe2,NPB5_053,NPA6_008
Tbx20,NPB5_053,PSA8_032
Tbx3,NPB5_056,HFB12_101
Sfpi1,NPB5_056,HFB11_128
Myb,NPB5_056,HFB10_118
Lyl1,NPB5_056,HFB10_047
